Gene	Family
Soffic.07F0013280-7F	NAC	TFF
Soffic.01G0018870-1C	MYB	TFF
Soffic.03G0030130-3G	GRAS	TFF
Soffic.01E0009720-1E	MADS	TFF
Soffic.04C0016260-4C	HSF	TFF
Soffic.04G0021150-4D	bHLH	TFF
Soffic.09G0012500-9G	FAR1	TFF
Soffic.01G0003650-1G	C2C2-Dof	TFF
Soffic.09G0008480-9E	FHA	TFF
Soffic.02G0004410-2D	MADS	TFF
Soffic.09G0011590-9H	MYB-related	TFF
Soffic.02G0018540-2E	HSF	TFF
Soffic.09G0018200-9C	BSD	TFF
Soffic.02G0029900-2G	GRAS	TFF
Soffic.06G0007010-6A	C2H2	TFF
Soffic.06G0014710-6D	bHLH	TFF
Soffic.09G0012900-9G	MADS	TFF
Soffic.08G0006350-8C	zf-BED	TFF
Soffic.01E0012690-1E	bHLH	TFF
Soffic.05G0002890-5G	Orphans	Orphans
Soffic.04G0009030-4D	MYB-related	TFF
Soffic.02H0031180-2H	Orphans	Orphans
Soffic.06G0022110-6D	MYB-related	TFF
Soffic.02G0018480-2C	bHLH	TFF
Soffic.02G0027830-2C	FAR1	TFF
Soffic.03G0006830-3B	AP2-EREBP	TFF
Soffic.04G0026100-4B	C2C2-Dof	TFF
Soffic.04B0008800-4B	Orphans	Orphans
Soffic.02G0000580-2B	C2H2	TFF
Soffic.03G0024340-3C	WRKY	TFF
Soffic.10G0020840-10D	ARF	TFF
Soffic.05G0008980-5C	CCAAT	TFF
Soffic.03G0023620-3B	ABI3VP1	TFF
Soffic.01G0013240-1A	TCP	TFF
Soffic.01B0010730-1B	MYB-related	TFF
Soffic.08D0004860-8D	MED26	OTR
Soffic.03G0035820-3B	MYB	TFF
Soffic.09H0007390-9H	bHLH	TFF
Soffic.04G0016540-4G	Orphans	Orphans
Soffic.06H0006490-6H	zf-BED	TFF
Soffic.02G0011330-2C	BES1	TFF
Soffic.06C0001870-6C	SET	OTR
Soffic.04G0022720-4F	C2C2-Dof	TFF
Soffic.09G0014010-9F	MADS	TFF
Soffic.03D0034440-3D	Alfin-like	TFF
Soffic.04G0024770-4D	C3H	TFF
Soffic.09G0001630-9G	C2H2	TFF
Soffic.02G0029650-2A	CCAAT	TFF
Soffic.09G0000260-9D	Orphans	Orphans
Soffic.02D0024420-2D	MYB	TFF
Soffic.01G0030190-1D	GRAS	TFF
Soffic.07H0007250-7H	TRAF	OTR
Soffic.03G0028270-3G	AP2-EREBP	TFF
Soffic.01G0018130-1G	Orphans	Orphans
Soffic.09G0013710-9A	bZIP	TFF
Soffic.06G0009540-6H	C2H2	TFF
Soffic.01E0026520-1E	GeBP	TFF
Soffic.02G0003210-2A	HB	TFF
Soffic.01G0011190-1D	Orphans	Orphans
Soffic.04B0027420-4B	bHLH	TFF
Soffic.03E0027440-3E	zf-A20	TFF
Soffic.08G0017710-8C	MYB	TFF
Soffic.03G0003270-3D	MYB	TFF
Soffic.02G0004240-2B	FAR1	TFF
Soffic.09G0001980-9G	FAR1	TFF
Soffic.01G0005480-1D	ABI3VP1	TFF
Soffic.02G0038800-2A	Orphans	Orphans
Soffic.04G0026460-4E	NAC	TFF
Soffic.04G0019150-4A	ABI3VP1	TFF
Soffic.01F0021270-1F	Orphans	Orphans
Soffic.03G0033010-3G	C2H2	TFF
Soffic.01G0009780-1E	PAS	TFF
Soffic.10G0025630-10G	MYB-related	TFF
Soffic.03E0017130-3E	WRKY	TFF
Soffic.08F0013560-8F	ABI3VP1	TFF
Soffic.09G0006770-9C	bHLH	TFF
Soffic.01G0006370-1A	GNAT	OTR
Soffic.06G0027090-6B	ABI3VP1	TFF
Soffic.04G0005530-4G	MADS	TFF
Soffic.04H0010820-4H	bHLH	TFF
Soffic.04E0024760-4E	Orphans	Orphans
Soffic.04G0005930-4G	MYB-related	TFF
Soffic.03G0003240-3F	MYB	TFF
Soffic.01H0016040-1H	MYB-related	TFF
Soffic.03H0002700-3H	Orphans	Orphans
Soffic.01G0034090-1G	LIM	TFF
Soffic.04G0022050-4G	TRAF	OTR
Soffic.01G0045010-1B	Orphans	Orphans
Soffic.10G0016520-10C	Top	TFF
Soffic.02G0004260-2A	AP2-EREBP	TFF
Soffic.09G0014250-9A	AP2-EREBP	TFF
Soffic.03H0018320-3H	zf-BED	TFF
Soffic.09G0022380-9A	SET	OTR
Soffic.05E0004850-5E	AP2-EREBP	TFF
Soffic.05G0002470-5C	WRKY	TFF
Soffic.01G0037550-1E	Orphans	Orphans
Soffic.08G0014510-8G	bZIP	TFF
Soffic.09G0017010-9D	Orphans	Orphans
Soffic.01G0045690-1G	bHLH	TFF
Soffic.03H0034480-3H	AP2-EREBP	TFF
Soffic.07F0005900-7F	WRKY	TFF
Soffic.02G0010730-2G	AP2-EREBP	TFF
Soffic.04B0013610-4B	GRAS	TFF
Soffic.10B0007760-10B	MYB	TFF
Soffic.02G0039120-2B	MYB-related	TFF
Soffic.09G0016100-9F	Orphans	Orphans
Soffic.02D0018090-2D	CCAAT	TFF
Soffic.10G0012520-10D	TRAF	OTR
Soffic.08C0014900-8C	bZIP	TFF
Soffic.05G0004020-5E	NAC	TFF
Soffic.01G0011590-1E	C2C2-GATA	TFF
Soffic.06G0011220-6B	TAZ	TFF
Soffic.01G0037870-1E	TIG	TFF
Soffic.04F0022880-4F	AP2-EREBP	TFF
Soffic.06G0021150-6A	CSD	TFF
Soffic.07G0004470-7C	CCAAT	TFF
Soffic.01G0042340-1A	bHLH	TFF
Soffic.04G0029810-4E	DBP	TFF
Soffic.03H0037860-3H	NAC	TFF
Soffic.02G0019020-2A	WRKY	TFF
Soffic.02F0016480-2F	zf-BED	TFF
Soffic.06G0015030-6C	bHLH	TFF
Soffic.10C0025200-10C	C2H2	TFF
Soffic.03C0036160-3C	NAC	TFF
Soffic.07G0006490-7F	PHD	OTR
Soffic.01D0010380-1D	PHD	OTR
Soffic.04G0031230-4G	MYB	TFF
Soffic.04F0030580-4F	DBP	TFF
Soffic.07F0015240-7F	SOH1	OTR
Soffic.07G0014050-7H	bZIP	TFF
Soffic.10G0010480-10H	E2F-DP	TFF
Soffic.06G0013250-6D	MYB	TFF
Soffic.02F0006700-2F	TRAF	OTR
Soffic.03G0019650-3A	C3H	TFF
Soffic.04G0014220-4G	ARID	OTR
Soffic.08G0010390-8B	PAS	TFF
Soffic.10G0002600-10D	HSF	TFF
Soffic.08G0014770-8H	Orphans	Orphans
Soffic.03G0002780-3H	zf-A20	TFF
Soffic.03B0013170-3B	C2C2-GATA	TFF
Soffic.04G0002960-4E	zf-C5HC2	TFF
Soffic.03G0015670-3E	zf-BED	TFF
Soffic.03C0030510-3C	WRKY	TFF
Soffic.08G0015610-8F	ARF	TFF
Soffic.01H0019080-1H	GeBP	TFF
Soffic.01G0013520-1C	FAR1	TFF
Soffic.03G0032210-3D	HB	TFF
Soffic.04G0027790-4A	bZIP	TFF
Soffic.02B0002770-2B	GNAT	OTR
Soffic.04G0026530-4B	C2C2-CO-like	TFF
Soffic.04G0021220-4B	mTERF	OTR
Soffic.09F0011790-9F	CCAAT	TFF
Soffic.04C0023390-4C	MYB	TFF
Soffic.03G0011840-3H	bHLH	TFF
Soffic.04G0024070-4B	PLATZ	TFF
Soffic.05G0011260-5E	Orphans	Orphans
Soffic.01G0023410-1B	Orphans	Orphans
Soffic.02G0022610-2D	AP2-EREBP	TFF
Soffic.07G0006500-7F	Orphans	Orphans
Soffic.04G0015940-4F	FAR1	TFF
Soffic.01G0041470-1E	MYB-related	TFF
Soffic.09G0015200-9F	OFP	TFF
Soffic.03G0015370-3G	Orphans	Orphans
Soffic.07G0009520-7G	MYB	TFF
Soffic.03G0007930-3E	Orphans	Orphans
Soffic.02G0001190-2F	zf-BED	TFF
Soffic.06G0024710-6A	Top	TFF
Soffic.02G0018860-2H	FAR1	TFF
Soffic.07G0006470-7A	TRAF	OTR
Soffic.07F0011360-7F	RWP-RK	TFF
Soffic.02G0029550-2C	CCAAT	TFF
Soffic.01F0021210-1F	GRAS	TFF
Soffic.10G0018920-10F	TRAF	OTR
Soffic.06G0006410-6E	FAR1	TFF
Soffic.04G0010050-4B	FAR1	TFF
Soffic.05G0003570-5D	OFP	TFF
Soffic.03G0017110-3G	zf-BED	TFF
Soffic.08G0014970-8G	bHLH	TFF
Soffic.06G0002160-6A	Orphans	Orphans
Soffic.04G0007660-4G	PHD	OTR
Soffic.01F0007190-1F	Orphans	Orphans
Soffic.01E0007470-1E	NAC	TFF
Soffic.04G0018220-4A	MYB	TFF
Soffic.05D0001700-5D	GRAS	TFF
Soffic.02G0018430-2A	MYB	TFF
Soffic.01G0023240-1D	Orphans	Orphans
Soffic.03G0027750-3B	SAP	TFF
Soffic.01G0027900-1F	C2H2	TFF
Soffic.06G0008420-6A	SET	OTR
Soffic.05G0008010-5C	FAR1	TFF
Soffic.10H0020940-10H	MYB-related	TFF
Soffic.06G0004120-6B	Orphans	Orphans
Soffic.01H0028200-1H	Orphans	Orphans
Soffic.10G0018800-10B	Top	TFF
Soffic.10F0011950-10F	AUX/IAA	OTR
Soffic.10G0001350-10H	ABI3VP1	TFF
Soffic.07E0006210-7E	AP2-EREBP	TFF
Soffic.03G0006890-3G	MYB-related	TFF
Soffic.09G0017350-9C	GRAS	TFF
Soffic.02G0028160-2B	SBP	TFF
Soffic.09G0001010-9G	GRAS	TFF
Soffic.04C0011000-4C	MYB	TFF
Soffic.01G0044510-1A	HSF	TFF
Soffic.05G0013990-5B	OFP	TFF
Soffic.02G0015170-2C	MYB-related	TFF
Soffic.05B0010340-5B	MYB	TFF
Soffic.07G0005560-7E	CCAAT	TFF
Soffic.04G0001120-4G	CSD	TFF
Soffic.01G0033510-1H	mTERF	OTR
Soffic.01G0027470-1A	Orphans	Orphans
Soffic.03G0034730-3B	MADS	TFF
Soffic.09E0017060-9E	HSF	TFF
Soffic.06G0005650-6E	NAC	TFF
Soffic.07G0016140-7G	MYB	TFF
Soffic.07G0002590-7B	bHLH	TFF
Soffic.05G0016220-5F	DDT	OTR
Soffic.09G0019000-9E	ARF	TFF
Soffic.07C0005850-7C	NAC	TFF
Soffic.05C0011270-5C	zf-BED	TFF
Soffic.02G0025370-2G	C2H2	TFF
Soffic.06G0021330-6E	Orphans	Orphans
Soffic.02C0012810-2C	Orphans	Orphans
Soffic.01G0016340-1B	GRAS	TFF
Soffic.09G0012700-9H	TRAF	OTR
Soffic.10G0001140-10C	ABI3VP1	TFF
Soffic.09G0021740-9G	FAR1	TFF
Soffic.07F0009920-7F	Orphans	Orphans
Soffic.01F0020610-1F	Tify	TFF
Soffic.02G0004470-2D	TRAF	OTR
Soffic.05G0009940-5G	MYB	TFF
Soffic.03G0000640-3G	AP2-EREBP	TFF
Soffic.03G0023470-3D	Coactivator_p15	OTR
Soffic.07F0018390-7F	Orphans	Orphans
Soffic.05G0020870-5D	C2H2	TFF
Soffic.10G0003650-10A	TRAF	OTR
Soffic.02G0011890-2H	bZIP	TFF
Soffic.07G0014920-7F	AP2-EREBP	TFF
Soffic.09G0018840-9E	TUB	TFF
Soffic.06G0021630-6G	SET	OTR
Soffic.01G0007500-1B	bZIP	TFF
Soffic.09G0019990-9H	MYB	TFF
Soffic.07G0003460-7C	FAR1	TFF
Soffic.02G0021900-2G	EIL	TFF
Soffic.10G0024400-10D	MADS	TFF
Soffic.07G0009670-7E	MYB-related	TFF
Soffic.05E0013510-5E	bHLH	TFF
Soffic.03G0041240-3E	WRKY	TFF
Soffic.02G0021650-2A	bHLH	TFF
Soffic.09G0009630-9G	MYB	TFF
Soffic.06G0001940-6H	FAR1	TFF
Soffic.04G0031880-4B	Orphans	Orphans
Soffic.06G0015320-6A	C2C2-GATA	TFF
Soffic.09G0020050-9F	MYB	TFF
Soffic.09B0011040-9B	NAC	TFF
Soffic.09H0002400-9H	AP2-EREBP	TFF
Soffic.03G0011810-3C	MYB	TFF
Soffic.01E0008380-1E	C2C2-Dof	TFF
Soffic.01G0026010-1E	TRAF	OTR
Soffic.08G0013820-8A	Orphans	Orphans
Soffic.03D0011800-3D	MYB	TFF
Soffic.04G0007820-4C	Orphans	Orphans
Soffic.10G0015950-10E	TRAF	OTR
Soffic.04C0033080-4C	MADS	TFF
Soffic.01G0030020-1B	MADS	TFF
Soffic.08E0012280-8E	Orphans	Orphans
Soffic.01B0007650-1B	C2C2-Dof	TFF
Soffic.01G0011020-1B	zf-HD	TFF
Soffic.01H0019850-1H	ARR-B	TFF
Soffic.05B0017530-5B	MADS	TFF
Soffic.04G0016350-4B	AP2-EREBP	TFF
Soffic.02C0034810-2C	MYB	TFF
Soffic.01G0049630-1H	Not1	TFF
Soffic.01G0007310-1H	Orphans	Orphans
Soffic.04G0019580-4G	Orphans	Orphans
Soffic.10H0012820-10H	PHD	OTR
Soffic.01G0007050-1F	WRKY	TFF
Soffic.02G0036080-2A	NAC	TFF
Soffic.05G0020950-5D	GRAS	TFF
Soffic.01G0027920-1B	MED26	OTR
Soffic.01F0027700-1F	GRAS	TFF
Soffic.02G0024210-2C	bZIP	TFF
Soffic.01D0017400-1D	NAC	TFF
Soffic.02G0011300-2E	NAC	TFF
Soffic.08G0001220-8A	Orphans	Orphans
Soffic.03G0007870-3G	zf-BED	TFF
Soffic.10G0006940-10H	DBP	TFF
Soffic.03G0017520-3A	MYB-related	TFF
Soffic.09G0004680-9B	TRAF	OTR
Soffic.02G0025110-2A	AP2-EREBP	TFF
Soffic.10G0018090-10G	PLATZ	TFF
Soffic.09G0000520-9B	C2H2	TFF
Soffic.10H0017020-10H	DBP	TFF
Soffic.03G0025170-3D	RWP-RK	TFF
Soffic.07G0005380-7C	SET	OTR
Soffic.01E0021700-1E	FAR1	TFF
Soffic.03E0023340-3E	zf-BED	TFF
Soffic.10G0021470-10F	C2C2-GATA	TFF
Soffic.07G0022670-7D	AP2-EREBP	TFF
Soffic.09G0010600-9B	FAR1	TFF
Soffic.07G0012850-7C	zf-BED	TFF
Soffic.05G0013660-5A	RB	OTR
Soffic.06G0016640-6G	GRAS	TFF
Soffic.03G0034320-3A	SWI/SNF-BAF60b	OTR
Soffic.01G0004290-1C	mTERF	OTR
Soffic.03G0029360-3G	bHLH	TFF
Soffic.05G0009690-5G	ABI3VP1	TFF
Soffic.09G0000920-9B	GRAS	TFF
Soffic.04G0025120-4G	PLATZ	TFF
Soffic.07G0008550-7H	Orphans	Orphans
Soffic.08G0013580-8A	mTERF	OTR
Soffic.10D0020710-10D	NAC	TFF
Soffic.02F0033530-2F	Orphans	Orphans
Soffic.03G0004840-3G	AP2-EREBP	TFF
Soffic.04G0028030-4H	NAC	TFF
Soffic.01G0049250-1A	Orphans	Orphans
Soffic.09G0021940-9F	WRKY	TFF
Soffic.07G0005020-7C	Orphans	Orphans
Soffic.04G0022000-4D	SET	OTR
Soffic.02G0023900-2H	zf-A20	TFF
Soffic.01F0019340-1F	GNAT	OTR
Soffic.05G0019930-5H	AP2-EREBP	TFF
Soffic.02G0029150-2E	FAR1	TFF
Soffic.04G0029530-4G	bHLH	TFF
Soffic.10F0018430-10F	PLATZ	TFF
Soffic.01G0052250-1A	Orphans	Orphans
Soffic.07G0014430-7G	NAC	TFF
Soffic.09G0019850-9A	Orphans	Orphans
Soffic.09G0018730-9C	C3H	TFF
Soffic.07G0013180-7H	AP2-EREBP	TFF
Soffic.02H0038210-2H	Orphans	Orphans
Soffic.02F0015240-2F	FAR1	TFF
Soffic.02G0030950-2A	TRAF	OTR
Soffic.02G0022850-2A	bHLH	TFF
Soffic.02G0032390-2A	GRAS	TFF
Soffic.10G0022770-10F	FAR1	TFF
Soffic.01E0022400-1E	FHA	TFF
Soffic.03G0014620-3H	ARF	TFF
Soffic.01G0045820-1B	GRAS	TFF
Soffic.03G0037400-3D	ARF	TFF
Soffic.02G0035340-2E	TRAF	OTR
Soffic.01G0044670-1D	C2C2-YABBY	TFF
Soffic.02G0011550-2A	MYB	TFF
Soffic.02G0035710-2A	HSF	TFF
Soffic.08G0002230-8A	NAC	TFF
Soffic.04G0024820-4B	SET	OTR
Soffic.09E0016770-9E	C3H	TFF
Soffic.02D0025980-2D	zf-BED	TFF
Soffic.01D0008530-1D	TRAF	OTR
Soffic.01E0042750-1E	PAS	TFF
Soffic.08D0018440-8D	ABI3VP1	TFF
Soffic.02G0028000-2F	C2C2-Dof	TFF
Soffic.05G0012290-5F	MYB	TFF
Soffic.06G0014270-6E	ARF	TFF
Soffic.07G0003500-7B	Sigma70-like	TFF
Soffic.03G0027310-3D	NAC	TFF
Soffic.04G0007350-4D	AP2-EREBP	TFF
Soffic.02D0013990-2D	MADS	TFF
Soffic.08G0010900-8A	LIM	TFF
Soffic.10G0018760-10G	HB	TFF
Soffic.08G0007060-8B	NAC	TFF
Soffic.03G0024390-3A	WRKY	TFF
Soffic.01G0044220-1F	SET	OTR
Soffic.04G0033380-4C	PLATZ	TFF
Soffic.04G0018910-4F	Orphans	Orphans
Soffic.02G0027920-2A	PHD	OTR
Soffic.04G0010700-4G	Orphans	Orphans
Soffic.01G0025470-1G	PLATZ	TFF
Soffic.10G0008680-10B	MADS	TFF
Soffic.02G0006750-2D	CPP	TFF
Soffic.10G0002440-10D	NAC	TFF
Soffic.01C0040570-1C	MYB	TFF
Soffic.02G0019360-2G	HSF	TFF
Soffic.07G0005550-7D	NAC	TFF
Soffic.09G0001540-9B	MYB-related	TFF
Soffic.06G0013100-6F	NAC	TFF
Soffic.02G0025720-2F	HMG	OTR
Soffic.07G0018540-7E	NAC	TFF
Soffic.07G0013260-7A	zf-A20	TFF
Soffic.06G0016120-6F	bHLH	TFF
Soffic.05G0002240-5B	MYB	TFF
Soffic.01G0023310-1A	Orphans	Orphans
Soffic.09G0023710-9C	OFP	TFF
Soffic.01G0033400-1A	C2H2	TFF
Soffic.10G0020100-10C	MYB-related	TFF
Soffic.01G0031770-1H	Tify	TFF
Soffic.01G0004370-1D	Alfin-like	TFF
Soffic.10F0015000-10F	bZIP	TFF
Soffic.07D0011120-7D	PHD	OTR
Soffic.04H0016310-4H	Orphans	Orphans
Soffic.09G0008990-9A	C3H	TFF
Soffic.03G0010070-3H	NAC	TFF
Soffic.04G0003060-4H	Orphans	Orphans
Soffic.10G0026410-10E	ARID	OTR
Soffic.10E0007580-10E	bZIP	TFF
Soffic.04G0022310-4G	AP2-EREBP	TFF
Soffic.01G0043690-1B	C2C2-YABBY	TFF
Soffic.03G0025140-3F	HSF	TFF
Soffic.05G0006540-5B	MYB	TFF
Soffic.01E0006130-1E	SET	OTR
Soffic.03G0011700-3F	bHLH	TFF
Soffic.08F0002410-8F	zf-HD	TFF
Soffic.03G0032210-3C	AP2-EREBP	TFF
Soffic.02G0004040-2E	bHLH	TFF
Soffic.06G0009570-6D	FAR1	TFF
Soffic.09G0018960-9F	C3H	TFF
Soffic.03G0013090-3E	AP2-EREBP	TFF
Soffic.04E0008940-4E	Orphans	Orphans
Soffic.02G0008550-2F	TRAF	OTR
Soffic.04G0031370-4B	FAR1	TFF
Soffic.03G0033350-3G	Orphans	Orphans
Soffic.06G0016060-6F	bHLH	TFF
Soffic.08G0010180-8C	MYB	TFF
Soffic.06G0009970-6D	TAZ	TFF
Soffic.08G0018030-8D	HB	TFF
Soffic.02G0024360-2B	zf-A20	TFF
Soffic.07G0011330-7C	SET	OTR
Soffic.08G0015940-8A	Orphans	Orphans
Soffic.01G0042140-1G	Orphans	Orphans
Soffic.04G0028940-4A	NOT2_3_5	OTR
Soffic.09G0019610-9C	WRKY	TFF
Soffic.04G0024740-4H	CCAAT	TFF
Soffic.01H0044480-1H	AP2-EREBP	TFF
Soffic.10G0005270-10A	Orphans	Orphans
Soffic.03G0034400-3F	GRAS	TFF
Soffic.09G0019320-9A	HSF	TFF
Soffic.07D0020430-7D	AP2-EREBP	TFF
Soffic.01G0011550-1B	TCP	TFF
Soffic.02G0028480-2A	AP2-EREBP	TFF
Soffic.08G0013450-8B	CPP	TFF
Soffic.03H0007040-3H	MYB	TFF
Soffic.09G0005610-9A	ABI3VP1	TFF
Soffic.07G0000580-7B	NAC	TFF
Soffic.02H0025940-2H	Alfin-like	TFF
Soffic.07D0007610-7D	Orphans	Orphans
Soffic.02G0020580-2H	bZIP	TFF
Soffic.10E0012110-10E	C3H	TFF
Soffic.01G0014010-1E	GRAS	TFF
Soffic.05G0010330-5C	AP2-EREBP	TFF
Soffic.08G0010650-8G	PHD	OTR
Soffic.02G0003460-2C	MADS	TFF
Soffic.03G0000060-3H	Top	TFF
Soffic.01H0014760-1H	FHA	TFF
Soffic.02G0030650-2C	zf-BED	TFF
Soffic.09G0013450-9C	NAC	TFF
Soffic.07G0011890-7H	Pseudo_ARR-B	OTR
Soffic.03G0027520-3D	Orphans	Orphans
Soffic.07G0020010-7F	Pseudo_ARR-B	OTR
Soffic.10G0019060-10G	mTERF	OTR
Soffic.01G0010970-1G	WRKY	TFF
Soffic.01G0023370-1A	Top	TFF
Soffic.05G0020900-5G	GRAS	TFF
Soffic.03B0020570-3B	HMG	OTR
Soffic.04G0029590-4B	mTERF	OTR
Soffic.07G0018190-7A	MADS	TFF
Soffic.03E0016470-3E	MYB-related	TFF
Soffic.03G0030020-3C	CCAAT	TFF
Soffic.03F0026140-3F	HB	TFF
Soffic.05H0004280-5H	TUB	TFF
Soffic.03G0025510-3E	WRKY	TFF
Soffic.01F0026650-1F	ABI3VP1	TFF
Soffic.01G0033510-1F	NAC	TFF
Soffic.01G0039770-1H	zf-BED	TFF
Soffic.08G0000050-8D	C2C2-Dof	TFF
Soffic.08G0014710-8F	CPP	TFF
Soffic.09G0018780-9A	TCP	TFF
Soffic.10G0007670-10G	bZIP	TFF
Soffic.02G0030660-2E	AP2-EREBP	TFF
Soffic.07D0000230-7D	AUX/IAA	OTR
Soffic.02H0032740-2H	FAR1	TFF
Soffic.01H0010460-1H	SET	OTR
Soffic.02G0027210-2H	Orphans	Orphans
Soffic.05G0008660-5G	MYB	TFF
Soffic.01E0032520-1E	PLATZ	TFF
Soffic.06G0013250-6C	TCP	TFF
Soffic.01G0027900-1H	SOH1	OTR
Soffic.05G0017220-5A	MADS	TFF
Soffic.02G0008810-2F	Orphans	Orphans
Soffic.03G0034590-3F	SWI/SNF-BAF60b	OTR
Soffic.03G0029870-3A	WRKY	TFF
Soffic.08D0001750-8D	FAR1	TFF
Soffic.01F0043980-1F	bHLH	TFF
Soffic.01G0042210-1D	Top	TFF
Soffic.09G0017680-9A	MYB-related	TFF
Soffic.07G0008020-7F	MYB	TFF
Soffic.02G0034570-2D	CAMTA	TFF
Soffic.01G0033990-1A	CCAAT	TFF
Soffic.01G0003330-1G	C3H	TFF
Soffic.05G0014670-5A	bZIP	TFF
Soffic.09F0002830-9F	HB	TFF
Soffic.08G0006820-8D	MYB	TFF
Soffic.08G0004250-8F	FAR1	TFF
Soffic.06G0026980-6B	Top	TFF
Soffic.07C0006770-7C	TRAF	OTR
Soffic.09F0013990-9F	NAC	TFF
Soffic.07G0001880-7G	SBP	TFF
Soffic.10G0003110-10F	SET	OTR
Soffic.02G0005230-2F	AUX/IAA	OTR
Soffic.03G0034510-3A	Alfin-like	TFF
Soffic.09G0016790-9B	MYB-related	TFF
Soffic.03G0016720-3G	FAR1	TFF
Soffic.05E0000650-5E	MYB-related	TFF
Soffic.01G0045540-1G	Orphans	Orphans
Soffic.04G0023100-4F	MYB-related	TFF
Soffic.03G0035450-3A	GRAS	TFF
Soffic.04G0032100-4B	Top	TFF
Soffic.02G0018140-2C	SET	OTR
Soffic.05G0019760-5D	MYB	TFF
Soffic.01G0046910-1D	C2H2	TFF
Soffic.03E0036150-3E	mTERF	OTR
Soffic.03G0029950-3A	WRKY	TFF
Soffic.04G0007680-4A	FAR1	TFF
Soffic.05G0020650-5A	MYB	TFF
Soffic.08G0002890-8C	SET	OTR
Soffic.07G0003920-7H	Sigma70-like	TFF
Soffic.01E0043030-1E	MYB	TFF
Soffic.06G0022890-6B	Orphans	Orphans
Soffic.02G0023920-2B	bHLH	TFF
Soffic.03G0030840-3F	WRKY	TFF
Soffic.10G0009010-10G	Orphans	Orphans
Soffic.01H0036870-1H	PHD	OTR
Soffic.06G0015640-6F	MYB	TFF
Soffic.03G0011840-3F	WRKY	TFF
Soffic.06G0001970-6D	Orphans	Orphans
Soffic.07G0003370-7H	Orphans	Orphans
Soffic.04G0005300-4A	bZIP	TFF
Soffic.08G0009710-8G	TRAF	OTR
Soffic.10G0009580-10H	mTERF	OTR
Soffic.04E0021970-4E	PHD	OTR
Soffic.01G0044420-1B	Orphans	Orphans
Soffic.05G0012520-5H	Orphans	Orphans
Soffic.01G0043580-1G	OFP	TFF
Soffic.03G0004370-3B	bZIP	TFF
Soffic.05G0001390-5E	FAR1	TFF
Soffic.01E0026880-1E	GNAT	OTR
Soffic.03G0000790-3H	Orphans	Orphans
Soffic.05H0006230-5H	FAR1	TFF
Soffic.02G0003520-2F	bHLH	TFF
Soffic.03C0021030-3C	HMG	OTR
Soffic.06G0019680-6G	MYB	TFF
Soffic.03G0017210-3H	Orphans	Orphans
Soffic.01G0026360-1C	Orphans	Orphans
Soffic.05G0020720-5B	C2H2	TFF
Soffic.01G0027750-1C	AP2-EREBP	TFF
Soffic.09G0001820-9G	MYB-related	TFF
Soffic.08G0009640-8A	ARF	TFF
Soffic.02G0017520-2D	CCAAT	TFF
Soffic.07D0017300-7D	MYB	TFF
Soffic.07G0007900-7A	Orphans	Orphans
Soffic.01C0050330-1C	E2F-DP	TFF
Soffic.07D0013640-7D	TCP	TFF
Soffic.04G0009510-4A	NAC	TFF
Soffic.04G0026790-4F	zf-BED	TFF
Soffic.03B0003950-3B	Orphans	Orphans
Soffic.02G0020470-2E	C2H2	TFF
Soffic.05G0022460-5A	GRAS	TFF
Soffic.06G0019380-6E	bHLH	TFF
Soffic.01D0024970-1D	Orphans	Orphans
Soffic.07G0003490-7B	MYB-related	TFF
Soffic.01F0017890-1F	MYB-related	TFF
Soffic.06G0016770-6A	GRAS	TFF
Soffic.04G0003100-4B	HB	TFF
Soffic.03G0031040-3C	Orphans	Orphans
Soffic.10E0009670-10E	WRKY	TFF
Soffic.02G0036670-2D	TUB	TFF
Soffic.03G0035710-3D	Jumonji	OTR
Soffic.01F0003330-1F	mTERF	OTR
Soffic.09G0005030-9A	C2C2-GATA	TFF
Soffic.01D0010870-1D	AUX/IAA	OTR
Soffic.04H0016520-4H	E2F-DP	TFF
Soffic.07G0004440-7F	AP2-EREBP	TFF
Soffic.01E0016620-1E	TFIID	TFF
Soffic.02G0002420-2H	MADS	TFF
Soffic.06G0002810-6A	ABI3VP1	TFF
Soffic.02G0033990-2B	Rcd1-like	OTR
Soffic.05F0007250-5F	FAR1	TFF
Soffic.02G0022990-2F	bHLH	TFF
Soffic.04G0019560-4A	Orphans	Orphans
Soffic.05G0010020-5A	AP2-EREBP	TFF
Soffic.03H0037170-3H	bZIP	TFF
Soffic.09G0019990-9F	Orphans	Orphans
Soffic.02G0027310-2A	GRAS	TFF
Soffic.09G0013590-9G	MYB	TFF
Soffic.02F0027860-2F	SBP	TFF
Soffic.04G0007040-4H	bZIP	TFF
Soffic.04G0005550-4E	WRKY	TFF
Soffic.05G0009070-5B	zf-BED	TFF
Soffic.04G0028990-4D	MYB	TFF
Soffic.10G0022710-10F	Orphans	Orphans
Soffic.06G0024680-6B	Orphans	Orphans
Soffic.10E0007010-10E	GRF	TFF
Soffic.06G0019020-6E	MYB-related	TFF
Soffic.04G0009990-4F	Orphans	Orphans
Soffic.09G0022550-9A	SET	OTR
Soffic.02H0034720-2H	SART-1	OTR
Soffic.05G0021760-5A	AP2-EREBP	TFF
Soffic.06G0025970-6C	bHLH	TFF
Soffic.05G0011120-5B	NAC	TFF
Soffic.02G0034170-2E	bHLH	TFF
