gene	Family	Type
SoffiXsponR570.01Cg239200	WRKY	TFF
SoffiXsponR570.01Cg241100	bZIP	TFF
SoffiXsponR570.01Cg245000	PAS	TFF
SoffiXsponR570.01Cg246100	SET	OTR
SoffiXsponR570.01Cg248500	PHD	OTR
SoffiXsponR570.01Cg248600	MYB	TFF
SoffiXsponR570.01Cg262200	Pseudo_ARR-B	OTR
SoffiXsponR570.01Cg267100	CCAAT	TFF
SoffiXsponR570.01Cg269500	C2C2-Dof	TFF
SoffiXsponR570.01Cg269700	SART-1	OTR
SoffiXsponR570.01Cg269900	SART-1	OTR
SoffiXsponR570.01Cg271400	GRAS	TFF
SoffiXsponR570.01Cg272700	Sigma70-like	TFF
SoffiXsponR570.01Cg274500	LIM	TFF
SoffiXsponR570.01Cg275300	LIM	TFF
SoffiXsponR570.01Cg277900	GRAS	TFF
SoffiXsponR570.01Cg283000	FAR1	TFF
SoffiXsponR570.01Cg285300	CCAAT	TFF
SoffiXsponR570.01Cg290900	MYB-related	TFF
SoffiXsponR570.01Cg302400	ARR-B	TFF
SoffiXsponR570.01Cg302400	MYB-related	TFF
SoffiXsponR570.01Cg304000	NAC	TFF
SoffiXsponR570.01Cg306200	MADS	TFF
SoffiXsponR570.01Cg306300	C2C2-YABBY	TFF
SoffiXsponR570.01Cg309500	MYB-related	TFF
SoffiXsponR570.01Cg309600	ABI3VP1	TFF
SoffiXsponR570.01Cg325200	AP2-EREBP	TFF
SoffiXsponR570.01Cg325900	TIG	TFF
SoffiXsponR570.01Cg327300	bHLH	TFF
SoffiXsponR570.01Cg329000	MADS	TFF
SoffiXsponR570.01Cg331400	AP2-EREBP	TFF
SoffiXsponR570.01Cg332900	Tify	TFF
SoffiXsponR570.01Cg333000	Tify	TFF
SoffiXsponR570.01Cg336100	AP2-EREBP	TFF
SoffiXsponR570.01Cg336900	CCAAT	TFF
SoffiXsponR570.01Cg338800	bHLH	TFF
SoffiXsponR570.01Cg340100	C2C2-Dof	TFF
SoffiXsponR570.01Cg344700	HB	TFF
SoffiXsponR570.01Cg348000	HSF	TFF
SoffiXsponR570.01Cg354000	E2F-DP	TFF
SoffiXsponR570.01Cg354700	Jumonji	OTR
SoffiXsponR570.01Cg365500	MYB-related	TFF
SoffiXsponR570.01Cg366500	bHLH	TFF
SoffiXsponR570.01Cg368400	NAC	TFF
SoffiXsponR570.01Cg370600	RWP-RK	TFF
SoffiXsponR570.01Cg372200	MYB-related	TFF
SoffiXsponR570.01Cg375100	NAC	TFF
SoffiXsponR570.01Cg375600	OFP	TFF
SoffiXsponR570.01Cg377700	HB	TFF
SoffiXsponR570.01Cg378000	HB	TFF
SoffiXsponR570.01Cg378100	Top	TFF
SoffiXsponR570.01Cg378500	MADS	TFF
SoffiXsponR570.01Cg380000	ABI3VP1	TFF
SoffiXsponR570.01Cg393600	GRAS	TFF
SoffiXsponR570.01Cg394600	Not1	TFF
SoffiXsponR570.01Dg000100	C3H	TFF
SoffiXsponR570.01Dg003300	mTERF	OTR
SoffiXsponR570.01Dg004800	mTERF	OTR
SoffiXsponR570.01Dg004900	mTERF	OTR
SoffiXsponR570.01Dg005800	C2H2	TFF
SoffiXsponR570.01Dg006000	C2H2	TFF
SoffiXsponR570.01Dg007200	AP2-EREBP	TFF
SoffiXsponR570.01Dg010200	AP2-EREBP	TFF
SoffiXsponR570.01Dg010600	NAC	TFF
SoffiXsponR570.01Dg011900	bHLH	TFF
SoffiXsponR570.01Dg014300	bZIP	TFF
SoffiXsponR570.01Dg015700	NAC	TFF
SoffiXsponR570.01Dg023000	AUX/IAA	OTR
SoffiXsponR570.01Dg024000	WRKY	TFF
SoffiXsponR570.01Dg024200	bHLH	TFF
SoffiXsponR570.01Dg030500	HB	TFF
SoffiXsponR570.01Dg031400	HB	TFF
SoffiXsponR570.01Dg032000	bHLH	TFF
SoffiXsponR570.01Dg034700	MYB-related	TFF
SoffiXsponR570.01Dg034800	MYB-related	TFF
SoffiXsponR570.01Dg034900	MYB-related	TFF
SoffiXsponR570.01Dg043600	C2C2-YABBY	TFF
SoffiXsponR570.01Dg046000	MYB-related	TFF
SoffiXsponR570.01Dg048000	bHLH	TFF
SoffiXsponR570.01Dg048700	CPP	TFF
SoffiXsponR570.01Dg050500	AUX/IAA	OTR
SoffiXsponR570.01Dg050600	AUX/IAA	OTR
SoffiXsponR570.01Dg052300	LIM	TFF
SoffiXsponR570.01Dg053400	NAC	TFF
SoffiXsponR570.01Dg055300	MYB-related	TFF
SoffiXsponR570.01Dg055500	ABI3VP1	TFF
SoffiXsponR570.01Dg055900	ABI3VP1	TFF
SoffiXsponR570.01Dg056700	ABI3VP1	TFF
SoffiXsponR570.01Dg057000	ABI3VP1	TFF
SoffiXsponR570.01Dg057200	ABI3VP1	TFF
SoffiXsponR570.01Dg057300	ABI3VP1	TFF
SoffiXsponR570.01Dg057500	ABI3VP1	TFF
SoffiXsponR570.01Dg057600	C2C2-Dof	TFF
SoffiXsponR570.01Dg058000	bHLH	TFF
SoffiXsponR570.01Dg058300	ABI3VP1	TFF
SoffiXsponR570.01Dg058400	ABI3VP1	TFF
SoffiXsponR570.01Dg060600	AP2-EREBP	TFF
SoffiXsponR570.01Dg064900	Jumonji	OTR
SoffiXsponR570.01Dg065900	FHA	TFF
SoffiXsponR570.01Dg069900	GRAS	TFF
SoffiXsponR570.01Dg084800	ARF	TFF
SoffiXsponR570.01Dg093500	FHA	TFF
SoffiXsponR570.01Dg096300	ARR-B	TFF
SoffiXsponR570.01Dg096700	SAP	TFF
SoffiXsponR570.01Dg102300	MYB-related	TFF
SoffiXsponR570.01Dg102400	MYB-related	TFF
SoffiXsponR570.01Dg104200	E2F-DP	TFF
SoffiXsponR570.01Dg107400	TFIID	TFF
SoffiXsponR570.01Dg109500	HSF	TFF
SoffiXsponR570.01Dg115300	SET	OTR
SoffiXsponR570.01Dg116600	C2C2-Dof	TFF
SoffiXsponR570.01Dg121700	Tify	TFF
SoffiXsponR570.01Dg121800	Tify	TFF
SoffiXsponR570.01Dg122300	Tify	TFF
SoffiXsponR570.01Dg122400	Tify	TFF
SoffiXsponR570.01Dg122700	SAP	TFF
SoffiXsponR570.01Dg126600	TIG	TFF
SoffiXsponR570.01Dg127500	GRAS	TFF
SoffiXsponR570.01Dg141900	bHLH	TFF
SoffiXsponR570.01Dg142000	bHLH	TFF
SoffiXsponR570.01Dg147300	zf-C5HC2	TFF
SoffiXsponR570.01Dg150600	bHLH	TFF
SoffiXsponR570.01Dg151200	PLATZ	TFF
SoffiXsponR570.01Dg152800	MED26	OTR
SoffiXsponR570.01Dg153000	MED26	OTR
SoffiXsponR570.01Dg153600	NAC	TFF
SoffiXsponR570.01Dg153900	NAC	TFF
SoffiXsponR570.01Dg156500	zf-LSD1	TFF
SoffiXsponR570.01Dg158100	MYB-related	TFF
SoffiXsponR570.01Dg158700	AP2-EREBP	TFF
SoffiXsponR570.01Dg159600	MYB-related	TFF
SoffiXsponR570.01Dg161700	C2C2-GATA	TFF
SoffiXsponR570.01Dg161800	Not1	TFF
SoffiXsponR570.01Dg161900	bHLH	TFF
SoffiXsponR570.01Dg178200	HB	TFF
SoffiXsponR570.01Dg179800	SWI/SNF-SWI3	OTR
SoffiXsponR570.01Dg179900	NAC	TFF
SoffiXsponR570.01Dg180000	bZIP	TFF
SoffiXsponR570.01Dg188400	GNAT	OTR
SoffiXsponR570.01Dg191900	C2H2	TFF
SoffiXsponR570.01Dg192000	C2H2	TFF
SoffiXsponR570.01Dg194400	WRKY	TFF
SoffiXsponR570.01Dg195500	C2H2	TFF
SoffiXsponR570.01Dg195700	MYB-related	TFF
SoffiXsponR570.01Dg199600	CCAAT	TFF
SoffiXsponR570.01Dg201100	CCAAT	TFF
SoffiXsponR570.01Dg203000	Tify	TFF
SoffiXsponR570.01Dg209700	bHLH	TFF
SoffiXsponR570.01Dg210300	Jumonji	OTR
SoffiXsponR570.01Dg210500	zf-LSD1	TFF
SoffiXsponR570.01Dg211400	TIG	TFF
SoffiXsponR570.01Dg214100	SAP	TFF
SoffiXsponR570.01Dg215500	MYB	TFF
SoffiXsponR570.01Dg220800	HSF	TFF
SoffiXsponR570.01Dg221600	MED26	OTR
SoffiXsponR570.01Dg223400	MYB-related	TFF
SoffiXsponR570.01Dg223600	mTERF	OTR
SoffiXsponR570.01Dg231000	TUB	TFF
SoffiXsponR570.01Dg232900	Jumonji	OTR
SoffiXsponR570.01Dg238300	OFP	TFF
SoffiXsponR570.01Dg239400	WRKY	TFF
SoffiXsponR570.01Dg242200	MYB-related	TFF
SoffiXsponR570.01Dg243900	NAC	TFF
SoffiXsponR570.01Dg244800	MYB-related	TFF
SoffiXsponR570.01Dg245300	EIL	TFF
SoffiXsponR570.01Dg246700	WRKY	TFF
SoffiXsponR570.01Dg248300	bZIP	TFF
SoffiXsponR570.01Dg249200	MYB	TFF
SoffiXsponR570.01Dg249400	MYB	TFF
SoffiXsponR570.01Dg252500	PAS	TFF
SoffiXsponR570.01Dg253500	SET	OTR
SoffiXsponR570.01Dg255900	PHD	OTR
SoffiXsponR570.01Dg256000	MYB	TFF
SoffiXsponR570.01Dg257500	C3H	TFF
SoffiXsponR570.01Dg262500	MYB	TFF
SoffiXsponR570.01Dg269000	Pseudo_ARR-B	OTR
SoffiXsponR570.01Dg276400	C2C2-Dof	TFF
SoffiXsponR570.01Dg277700	GRAS	TFF
SoffiXsponR570.01Dg279000	Sigma70-like	TFF
SoffiXsponR570.01Dg281000	LIM	TFF
SoffiXsponR570.01Dg282100	LIM	TFF
SoffiXsponR570.01Dg289400	FAR1	TFF
SoffiXsponR570.01Dg289900	Top	TFF
SoffiXsponR570.01Dg291600	CCAAT	TFF
SoffiXsponR570.01Dg296900	MYB-related	TFF
SoffiXsponR570.01Dg302100	bHLH	TFF
SoffiXsponR570.01Dg303700	AP2-EREBP	TFF
SoffiXsponR570.01Dg306500	HSF	TFF
SoffiXsponR570.01Dg306800	ARR-B	TFF
SoffiXsponR570.01Dg306800	MYB-related	TFF
SoffiXsponR570.01Dg311500	C2C2-YABBY	TFF
SoffiXsponR570.01Dg314300	MYB-related	TFF
SoffiXsponR570.01Dg314400	ABI3VP1	TFF
SoffiXsponR570.01Dg326000	GNAT	OTR
SoffiXsponR570.01Dg326700	GRAS	TFF
SoffiXsponR570.01Dg328100	AP2-EREBP	TFF
SoffiXsponR570.01Dg328800	TIG	TFF
SoffiXsponR570.01Dg331900	MADS	TFF
SoffiXsponR570.01Dg333700	AP2-EREBP	TFF
SoffiXsponR570.01Dg333900	AP2-EREBP	TFF
SoffiXsponR570.01Dg335100	Tify	TFF
SoffiXsponR570.01Dg335200	Tify	TFF
SoffiXsponR570.01Dg337300	GNAT	OTR
SoffiXsponR570.01Dg337700	AP2-EREBP	TFF
SoffiXsponR570.01Dg338400	CCAAT	TFF
SoffiXsponR570.01Dg340400	bHLH	TFF
SoffiXsponR570.01Dg342100	C2C2-Dof	TFF
SoffiXsponR570.01Dg343300	SET	OTR
SoffiXsponR570.01Dg346200	HB	TFF
SoffiXsponR570.01Dg348100	HSF	TFF
SoffiXsponR570.01Dg354400	Top	TFF
SoffiXsponR570.01Dg355200	AP2-EREBP	TFF
SoffiXsponR570.01Dg365400	MYB-related	TFF
SoffiXsponR570.01Dg366400	bHLH	TFF
SoffiXsponR570.01Dg368300	NAC	TFF
SoffiXsponR570.01Dg369900	RWP-RK	TFF
SoffiXsponR570.01Dg372000	MYB-related	TFF
SoffiXsponR570.01Dg374900	FHA	TFF
SoffiXsponR570.01Dg375000	bZIP	TFF
SoffiXsponR570.01Dg375900	OFP	TFF
SoffiXsponR570.01Dg377800	HB	TFF
SoffiXsponR570.01Dg378100	HB	TFF
SoffiXsponR570.01Dg378200	Top	TFF
SoffiXsponR570.01Dg378800	MADS	TFF
SoffiXsponR570.01Dg379500	bHLH	TFF
SoffiXsponR570.01Dg381400	NAC	TFF
SoffiXsponR570.01Dg383300	AP2-EREBP	TFF
SoffiXsponR570.01Dg387100	Trihelix	TFF
SoffiXsponR570.01Dg387800	SWI/SNF-BAF60b	OTR
SoffiXsponR570.01Dg396000	Not1	TFF
SoffiXsponR570.01Eg001400	AP2-EREBP	TFF
SoffiXsponR570.01Eg002100	Sigma70-like	TFF
SoffiXsponR570.01Eg006600	HSF	TFF
SoffiXsponR570.01Eg020200	mTERF	OTR
SoffiXsponR570.01Eg020800	mTERF	OTR
SoffiXsponR570.01Eg020900	C2H2	TFF
SoffiXsponR570.01Eg027700	SBP	TFF
SoffiXsponR570.01Eg030100	C3H	TFF
SoffiXsponR570.01Eg034700	mTERF	OTR
SoffiXsponR570.01Eg034900	mTERF	OTR
SoffiXsponR570.01Eg036300	C2H2	TFF
SoffiXsponR570.01Eg040400	TFIIS	TFF
SoffiXsponR570.01Eg040500	AP2-EREBP	TFF
SoffiXsponR570.01Eg041000	NAC	TFF
SoffiXsponR570.01Eg044700	mTERF	OTR
SoffiXsponR570.01Eg044900	bZIP	TFF
SoffiXsponR570.01Eg051000	DDT	OTR
SoffiXsponR570.01Eg054400	FHA	TFF
SoffiXsponR570.01Eg056400	WRKY	TFF
SoffiXsponR570.01Eg058700	bHLH	TFF
SoffiXsponR570.01Eg059300	bZIP	TFF
SoffiXsponR570.01Eg060200	HSF	TFF
SoffiXsponR570.01Eg062400	GNAT	OTR
SoffiXsponR570.01Eg062900	GNAT	OTR
SoffiXsponR570.01Eg064400	TRAF	OTR
SoffiXsponR570.01Eg065600	C2C2-GATA	TFF
SoffiXsponR570.01Eg069100	TCP	TFF
SoffiXsponR570.01Eg069500	mTERF	OTR
SoffiXsponR570.01Eg071800	bHLH	TFF
SoffiXsponR570.01Eg072700	GeBP	TFF
SoffiXsponR570.01Eg074400	FAR1	TFF
SoffiXsponR570.01Eg074900	NAC	TFF
SoffiXsponR570.01Eg078900	HB	TFF
SoffiXsponR570.01Eg079100	MYB	TFF
SoffiXsponR570.01Eg079500	AP2-EREBP	TFF
SoffiXsponR570.01Eg079700	bZIP	TFF
SoffiXsponR570.01Eg080400	TRAF	OTR
SoffiXsponR570.01Eg083000	C2C2-Dof	TFF
SoffiXsponR570.01Eg083200	MYB-related	TFF
SoffiXsponR570.01Eg083300	SWI/SNF-BAF60b	OTR
SoffiXsponR570.01Eg083700	C2H2	TFF
SoffiXsponR570.01Eg085500	SWI/SNF-BAF60b	OTR
SoffiXsponR570.01Eg088000	WRKY	TFF
SoffiXsponR570.01Eg090900	MADS	TFF
SoffiXsponR570.01Eg091000	MADS	TFF
SoffiXsponR570.01Eg091800	PAS	TFF
SoffiXsponR570.01Eg092700	MYB-related	TFF
SoffiXsponR570.01Eg095600	PHD	OTR
SoffiXsponR570.01Eg097000	Top	TFF
SoffiXsponR570.01Eg097800	HSF	TFF
SoffiXsponR570.01Eg100000	WRKY	TFF
SoffiXsponR570.01Eg100100	bHLH	TFF
SoffiXsponR570.01Eg104400	C2C2-GATA	TFF
SoffiXsponR570.01Eg106100	HB	TFF
SoffiXsponR570.01Eg108800	GRF	TFF
SoffiXsponR570.01Eg110500	HB	TFF
SoffiXsponR570.01Eg110700	HB	TFF
SoffiXsponR570.01Eg111900	bHLH	TFF
SoffiXsponR570.01Eg114300	MYB-related	TFF
SoffiXsponR570.01Eg116300	PAS	TFF
SoffiXsponR570.01Eg116500	MYB-related	TFF
SoffiXsponR570.01Eg117400	zf-HD	TFF
SoffiXsponR570.01Eg118600	PHD	OTR
SoffiXsponR570.01Eg122600	C2C2-CO-like	TFF
SoffiXsponR570.01Eg125300	GRAS	TFF
SoffiXsponR570.01Eg130600	GNAT	OTR
SoffiXsponR570.01Eg131600	C3H	TFF
SoffiXsponR570.01Eg132600	CCAAT	TFF
SoffiXsponR570.01Eg136500	C3H	TFF
SoffiXsponR570.01Eg139300	C2C2-GATA	TFF
SoffiXsponR570.01Eg141200	HB	TFF
SoffiXsponR570.01Eg141300	HB	TFF
SoffiXsponR570.01Eg141800	WRKY	TFF
SoffiXsponR570.01Eg144500	HB	TFF
SoffiXsponR570.01Eg145100	bHLH	TFF
SoffiXsponR570.01Eg145400	bHLH	TFF
SoffiXsponR570.01Eg147300	MYB-related	TFF
SoffiXsponR570.01Eg152200	WRKY	TFF
SoffiXsponR570.01Eg152300	WRKY	TFF
SoffiXsponR570.01Eg154700	NOT2_3_5	OTR
SoffiXsponR570.01Eg156200	C2C2-YABBY	TFF
SoffiXsponR570.01Eg157900	CCAAT	TFF
SoffiXsponR570.01Eg160300	MYB-related	TFF
SoffiXsponR570.01Eg162100	zf-LSD1	TFF
SoffiXsponR570.01Eg162400	bHLH	TFF
SoffiXsponR570.01Eg164900	AUX/IAA	OTR
SoffiXsponR570.01Eg165200	AUX/IAA	OTR
SoffiXsponR570.01Eg165800	WRKY	TFF
SoffiXsponR570.01Eg166800	LIM	TFF
SoffiXsponR570.01Eg167700	NAC	TFF
SoffiXsponR570.01Eg168200	ABI3VP1	TFF
SoffiXsponR570.01Eg168400	ABI3VP1	TFF
SoffiXsponR570.01Eg168500	ABI3VP1	TFF
SoffiXsponR570.01Eg168900	ABI3VP1	TFF
SoffiXsponR570.01Eg169000	ABI3VP1	TFF
SoffiXsponR570.01Eg169500	ABI3VP1	TFF
SoffiXsponR570.01Eg169600	ABI3VP1	TFF
SoffiXsponR570.01Eg169900	C2C2-Dof	TFF
SoffiXsponR570.01Eg172100	C2H2	TFF
SoffiXsponR570.01Eg172800	AP2-EREBP	TFF
SoffiXsponR570.01Eg179500	mTERF	OTR
SoffiXsponR570.01Eg184100	GRAS	TFF
SoffiXsponR570.01Eg190900	MYB-related	TFF
SoffiXsponR570.01Eg195600	Trihelix	TFF
SoffiXsponR570.01Eg209000	Top	TFF
SoffiXsponR570.01Eg214100	AP2-EREBP	TFF
SoffiXsponR570.01Eg215000	MYB-related	TFF
SoffiXsponR570.01Eg215500	AP2-EREBP	TFF
SoffiXsponR570.01Eg216800	C2C2-GATA	TFF
SoffiXsponR570.01Eg216900	Not1	TFF
SoffiXsponR570.01Eg230200	ABI3VP1	TFF
SoffiXsponR570.01Eg230800	MADS	TFF
SoffiXsponR570.01Eg233400	SWI/SNF-SWI3	OTR
SoffiXsponR570.01Eg233600	bZIP	TFF
SoffiXsponR570.01Eg241500	GNAT	OTR
SoffiXsponR570.01Eg245000	C2H2	TFF
SoffiXsponR570.01Eg245100	C2H2	TFF
SoffiXsponR570.01Eg249000	C2H2	TFF
SoffiXsponR570.01Eg249100	MYB-related	TFF
SoffiXsponR570.01Eg255300	CCAAT	TFF
SoffiXsponR570.01Eg258400	Tify	TFF
SoffiXsponR570.01Eg265200	bHLH	TFF
SoffiXsponR570.01Eg265900	Jumonji	OTR
SoffiXsponR570.01Eg266200	zf-LSD1	TFF
SoffiXsponR570.01Eg266900	TIG	TFF
SoffiXsponR570.01Eg270200	SAP	TFF
SoffiXsponR570.01Eg271100	bHLH	TFF
SoffiXsponR570.01Eg271500	MYB	TFF
SoffiXsponR570.01Eg274300	MYB	TFF
SoffiXsponR570.01Eg277000	HSF	TFF
SoffiXsponR570.01Eg277900	MED26	OTR
SoffiXsponR570.01Eg280300	MYB-related	TFF
SoffiXsponR570.01Eg286300	Top	TFF
SoffiXsponR570.01Eg289900	Jumonji	OTR
SoffiXsponR570.01Eg295200	OFP	TFF
SoffiXsponR570.01Eg296400	WRKY	TFF
SoffiXsponR570.01Eg299600	MYB-related	TFF
SoffiXsponR570.01Eg301200	NAC	TFF
SoffiXsponR570.01Eg301400	NAC	TFF
SoffiXsponR570.01Eg303100	EIL	TFF
SoffiXsponR570.01Eg304500	WRKY	TFF
SoffiXsponR570.01Eg306100	bZIP	TFF
SoffiXsponR570.01Eg308200	AP2-EREBP	TFF
SoffiXsponR570.01Eg309900	PAS	TFF
SoffiXsponR570.01Eg313600	PHD	OTR
SoffiXsponR570.01Eg313700	MYB	TFF
SoffiXsponR570.01Eg314400	PHD	OTR
SoffiXsponR570.01Eg319500	MYB	TFF
SoffiXsponR570.01Eg330500	C2C2-Dof	TFF
SoffiXsponR570.01Eg331900	GRAS	TFF
SoffiXsponR570.01Eg333200	Sigma70-like	TFF
SoffiXsponR570.01Eg335000	LIM	TFF
SoffiXsponR570.01Eg336200	LIM	TFF
SoffiXsponR570.01Eg338700	GRAS	TFF
SoffiXsponR570.01Eg343400	FAR1	TFF
SoffiXsponR570.01Eg344100	Top	TFF
SoffiXsponR570.01Eg346000	CCAAT	TFF
SoffiXsponR570.01Eg353900	C2H2	TFF
SoffiXsponR570.01Eg361500	HSF	TFF
SoffiXsponR570.01Eg361800	ARR-B	TFF
SoffiXsponR570.01Eg361800	MYB-related	TFF
SoffiXsponR570.01Eg363500	NAC	TFF
SoffiXsponR570.01Eg366300	C2C2-YABBY	TFF
SoffiXsponR570.01Eg368900	MYB-related	TFF
SoffiXsponR570.01Eg378700	OFP	TFF
SoffiXsponR570.01Eg378800	C2H2	TFF
SoffiXsponR570.01Eg381600	GNAT	OTR
SoffiXsponR570.01Eg382300	GRAS	TFF
SoffiXsponR570.01Eg384300	TIG	TFF
SoffiXsponR570.01Eg385900	bHLH	TFF
SoffiXsponR570.01Eg387600	MADS	TFF
SoffiXsponR570.01Eg389600	AP2-EREBP	TFF
SoffiXsponR570.01Eg389700	AP2-EREBP	TFF
SoffiXsponR570.01Eg389800	AP2-EREBP	TFF
SoffiXsponR570.01Eg390600	FAR1	TFF
SoffiXsponR570.01Eg390900	Tify	TFF
SoffiXsponR570.01Eg391000	Tify	TFF
SoffiXsponR570.01Eg391100	Tify	TFF
SoffiXsponR570.01Eg393200	GNAT	OTR
SoffiXsponR570.01Eg393400	AP2-EREBP	TFF
SoffiXsponR570.01Eg394400	CCAAT	TFF
SoffiXsponR570.01Eg396300	bHLH	TFF
SoffiXsponR570.01Eg396500	bHLH	TFF
SoffiXsponR570.01Eg402000	HB	TFF
SoffiXsponR570.01Eg404200	HSF	TFF
SoffiXsponR570.01Eg410500	Top	TFF
SoffiXsponR570.01Eg410700	Jumonji	OTR
SoffiXsponR570.01Eg413400	C2C2-GATA	TFF
SoffiXsponR570.01Eg415300	C2C2-GATA	TFF
SoffiXsponR570.01Eg423200	bHLH	TFF
SoffiXsponR570.01Eg426600	RWP-RK	TFF
SoffiXsponR570.01Eg428300	MYB-related	TFF
SoffiXsponR570.01Eg430700	bZIP	TFF
SoffiXsponR570.01Eg433900	HB	TFF
SoffiXsponR570.01Eg434300	Top	TFF
SoffiXsponR570.01Eg434800	MADS	TFF
SoffiXsponR570.01Eg435600	bHLH	TFF
SoffiXsponR570.01Eg437400	NAC	TFF
SoffiXsponR570.01Eg439500	AP2-EREBP	TFF
SoffiXsponR570.01Eg443500	Trihelix	TFF
SoffiXsponR570.01Eg443900	SWI/SNF-BAF60b	OTR
SoffiXsponR570.01Eg450700	GRAS	TFF
SoffiXsponR570.01Eg452100	Not1	TFF
SoffiXsponR570.01Fg001200	Trihelix	TFF
SoffiXsponR570.01Fg006600	SET	OTR
SoffiXsponR570.01Fg018300	FHA	TFF
SoffiXsponR570.01Fg022600	ARF	TFF
SoffiXsponR570.01Fg029300	Top	TFF
SoffiXsponR570.01Fg031400	SAP	TFF
SoffiXsponR570.01Fg037000	MYB-related	TFF
SoffiXsponR570.01Fg044000	TFIID	TFF
SoffiXsponR570.01Fg045900	HSF	TFF
SoffiXsponR570.01Fg046700	HSF	TFF
SoffiXsponR570.01Fg051700	GNAT	OTR
SoffiXsponR570.01Fg055600	C2C2-Dof	TFF
SoffiXsponR570.01Fg061000	Tify	TFF
SoffiXsponR570.01Fg061100	Tify	TFF
SoffiXsponR570.01Fg063900	TIG	TFF
SoffiXsponR570.01Fg064100	TIG	TFF
SoffiXsponR570.01Fg064400	AP2-EREBP	TFF
SoffiXsponR570.01Fg065200	GRAS	TFF
SoffiXsponR570.01Fg086900	zf-C5HC2	TFF
SoffiXsponR570.01Fg089700	bHLH	TFF
SoffiXsponR570.01Fg090200	PLATZ	TFF
SoffiXsponR570.01Fg091800	MED26	OTR
SoffiXsponR570.01Fg092800	NAC	TFF
SoffiXsponR570.01Fg096300	zf-LSD1	TFF
SoffiXsponR570.01Fg098100	MYB-related	TFF
SoffiXsponR570.01Fg098700	AP2-EREBP	TFF
SoffiXsponR570.01Fg102100	C2C2-GATA	TFF
SoffiXsponR570.01Fg116100	MADS	TFF
SoffiXsponR570.01Fg117900	OFP	TFF
SoffiXsponR570.01Fg118300	SWI/SNF-SWI3	OTR
SoffiXsponR570.01Fg118400	NAC	TFF
SoffiXsponR570.01Fg118700	bZIP	TFF
SoffiXsponR570.01Fg128500	GNAT	OTR
SoffiXsponR570.01Fg132400	C2H2	TFF
SoffiXsponR570.01Fg136000	C2H2	TFF
SoffiXsponR570.01Fg136100	MYB-related	TFF
SoffiXsponR570.01Fg139300	CCAAT	TFF
SoffiXsponR570.01Fg140600	CCAAT	TFF
SoffiXsponR570.01Fg141700	GRAS	TFF
SoffiXsponR570.01Fg144100	Tify	TFF
SoffiXsponR570.01Fg150600	bHLH	TFF
SoffiXsponR570.01Fg151300	Jumonji	OTR
SoffiXsponR570.01Fg152300	TIG	TFF
SoffiXsponR570.01Fg155300	SAP	TFF
SoffiXsponR570.01Fg156600	MYB	TFF
SoffiXsponR570.01Fg161500	HSF	TFF
SoffiXsponR570.01Fg162100	MED26	OTR
SoffiXsponR570.01Fg164200	MYB-related	TFF
SoffiXsponR570.01Fg170100	Top	TFF
SoffiXsponR570.01Fg171800	TUB	TFF
SoffiXsponR570.01Fg174200	Jumonji	OTR
SoffiXsponR570.01Fg180500	WRKY	TFF
SoffiXsponR570.01Fg183200	MYB-related	TFF
SoffiXsponR570.01Fg184400	NAC	TFF
SoffiXsponR570.01Fg184700	NAC	TFF
SoffiXsponR570.01Fg185700	MYB-related	TFF
SoffiXsponR570.01Fg186300	EIL	TFF
SoffiXsponR570.01Fg187800	WRKY	TFF
SoffiXsponR570.01Fg189900	bZIP	TFF
SoffiXsponR570.01Fg191300	MYB	TFF
SoffiXsponR570.01Fg194000	PAS	TFF
SoffiXsponR570.01Fg195900	bZIP	TFF
SoffiXsponR570.01Fg198500	PHD	OTR
SoffiXsponR570.01Fg199000	C3H	TFF
SoffiXsponR570.01Fg203600	MYB	TFF
SoffiXsponR570.01Fg206200	PHD	OTR
SoffiXsponR570.01Fg209900	Pseudo_ARR-B	OTR
SoffiXsponR570.01Fg217500	C2C2-Dof	TFF
SoffiXsponR570.01Fg218900	GRAS	TFF
SoffiXsponR570.01Fg220000	Sigma70-like	TFF
SoffiXsponR570.01Fg223200	LIM	TFF
SoffiXsponR570.01Fg228300	Top	TFF
SoffiXsponR570.01Fg228800	FAR1	TFF
SoffiXsponR570.01Fg233300	CCAAT	TFF
SoffiXsponR570.01Fg238600	MYB-related	TFF
SoffiXsponR570.01Fg239200	bZIP	TFF
SoffiXsponR570.01Fg240600	C2H2	TFF
SoffiXsponR570.01Fg246300	bHLH	TFF
SoffiXsponR570.01Fg248700	HSF	TFF
SoffiXsponR570.01Fg249000	ARR-B	TFF
SoffiXsponR570.01Fg249000	MYB-related	TFF
SoffiXsponR570.01Fg250500	NAC	TFF
SoffiXsponR570.01Fg252600	bHLH	TFF
SoffiXsponR570.01Fg253600	C2C2-YABBY	TFF
SoffiXsponR570.01Fg256400	MYB-related	TFF
SoffiXsponR570.01Fg256500	ABI3VP1	TFF
SoffiXsponR570.01Fg265900	OFP	TFF
SoffiXsponR570.01Fg266000	C2H2	TFF
SoffiXsponR570.01Fg268500	GNAT	OTR
SoffiXsponR570.01Fg269300	GRAS	TFF
SoffiXsponR570.01Fg272500	bHLH	TFF
SoffiXsponR570.01Fg274400	MADS	TFF
SoffiXsponR570.01Fg277000	AP2-EREBP	TFF
